-1.800000000000000000e+01,-1.171875000000000000e+02
-1.800000000000000000e+01,-9.218750000000000000e+01
-1.800000000000000000e+01,-6.718750000000000000e+01
-1.800000000000000000e+01,-4.218750000000000000e+01
-1.800000000000000000e+01,-1.718750000000000000e+01
-1.800000000000000000e+01,7.812500000000000000e+00
-1.800000000000000000e+01,3.281250000000000000e+01
-1.800000000000000000e+01,5.781250000000000000e+01
-1.800000000000000000e+01,8.281250000000000000e+01
-1.800000000000000000e+01,1.078125000000000000e+02
0.000000000000000000e+00,-1.296875000000000000e+02
0.000000000000000000e+00,-1.046875000000000000e+02
0.000000000000000000e+00,-7.968750000000000000e+01
0.000000000000000000e+00,-5.468750000000000000e+01
0.000000000000000000e+00,-2.968750000000000000e+01
0.000000000000000000e+00,-4.687500000000000000e+00
0.000000000000000000e+00,2.031250000000000000e+01
0.000000000000000000e+00,4.531250000000000000e+01
0.000000000000000000e+00,7.031250000000000000e+01
0.000000000000000000e+00,9.531250000000000000e+01
0.000000000000000000e+00,1.203125000000000000e+02
0.000000000000000000e+00,1.453125000000000000e+02
1.800000000000000000e+01,-1.171875000000000000e+02
1.800000000000000000e+01,-9.218750000000000000e+01
1.800000000000000000e+01,-6.718750000000000000e+01
1.800000000000000000e+01,-4.218750000000000000e+01
1.800000000000000000e+01,-1.718750000000000000e+01
1.800000000000000000e+01,7.812500000000000000e+00
1.800000000000000000e+01,3.281250000000000000e+01
1.800000000000000000e+01,5.781250000000000000e+01
1.800000000000000000e+01,8.281250000000000000e+01
1.800000000000000000e+01,1.078125000000000000e+02
